Tech,Cell,Destination,Cdn Holiday BA,Dock code,PROGRAM,Vehicle,Cust part #,CUST #,BPCS#,Dest,QPC,Misc,Back no,QSS Item,CF0816,AF0816,CF0823,AF0823,CF0830,AF0830,CF0906,AF0906,CF0913,AF0913,CF0920,AF0920,CF0927,AF0927,CF1004,AF1004,CF1011,AF1011,CF1018,AF1018,CF1025,AF1025,CF1101,AF1101,CF1108,AF1108,CF1115,AF1115,CF1122,AF1122,CF1129,AF1129,CF1206,AF1206,CF1213,AF1213,CF1220,AF1220,CF1227,AF1227,CF0103,AF0103,CF0110,AF0110,CF0117,AF0117,CF0124,AF0124,1 week dem,Daily hej level,1 week WD,1 day PINK,DLN,Batch ordering,Status,On heijunka,Part# check
D11APF,F33,-,N,-,-,-,7321007070A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4010-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007070B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4010-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007070C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4010-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007050A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4011-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007050B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4011-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007050C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4011-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C19,-,N,-,-,-,7323007040C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4012-201B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C19,-,N,-,-,-,7324007030C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4013-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C19,-,N,-,-,-,7323007030C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4014-201B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C19,-,N,-,-,-,7324007020C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4015-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100T030A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4016-007B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100T030B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4016-105B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100T030C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4016-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C15,-,N,-,-,-,732400T040A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4017-007B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C15,-,N,-,-,-,732400T040B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4017-105B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C15,-,N,-,-,-,732400T040C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4017-201B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002740A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4021-007B,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002740A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4021-015B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002740B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4021-140B,0,0,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,14,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002740C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4021-201B,0,0,0,0,23,23,0,0,0,0,0,0,23,23,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,23,23,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002750A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4022-007B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002750B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4022-140B,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002750C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4022-201B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF2,-,N,-,-,-,7323002830A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4024-007B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF2,-,N,-,-,-,7323002830B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4024-140B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF2,-,N,-,-,-,7323002830C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4024-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002770C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4025-201B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100T020A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4026-007B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100T020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4026-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100T020C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4026-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002780A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4027-007B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002780A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4027-015B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002780B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4027-140B,0,0,0,0,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7323002780C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4027-201B,0,0,0,0,26,26,0,0,0,0,0,0,26,26,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,SRV1,-,N,-,-,-,7323002A20B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4029-140B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,SRV1,-,N,-,-,-,7323002A20C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4029-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E100A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4030-A0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E100B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4030-B0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E100C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4030-C0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E100C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4030-C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200T020A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4031-007B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200T020B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4031-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200T020C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4031-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F25,-,N,-,-,-,733600C100B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4032-138B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F25,-,N,-,-,-,733600C100C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4032-201B,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F25,-,N,-,-,-,733600C100E1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4032-457B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F25,-,N,-,-,-,733600C100C2,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4032-F2K4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E090A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4033-A0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E090B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4033-B0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E090C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4033-C0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E090C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4033-C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733600E070A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4038-015B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733600E070B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4038-140B,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733600E070C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4038-201B,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733700E070A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4039-015B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733700E070B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4039-140B,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733700E070C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4039-201B,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733600E080A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4040-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733600E080C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4040-201B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733700E080A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4041-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733700E080C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4041-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733500E090A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4042-015B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733500E090B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4042-140B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,733500E090C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4042-201B,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735700E110A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4043-015B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735700E110B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4043-140B,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735700E110C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4043-201B,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735700E120A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4045-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735700E120C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4045-201B,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735600E060A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4046-015B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735600E060B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4046-140B,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D12,F51,-,N,-,-,-,735600E060C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4046-201B,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C10,-,N,-,-,-,734800E060A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4049-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C10,-,N,-,-,-,734800E060C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4049-201B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,734800E050A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4047-015B,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,734800E050B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4047-140B,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,734800E050C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A4047-201B,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
