Tech,Cell,Destination,Cdn Holiday BA,Dock code,PROGRAM,Vehicle,Cust part #,CUST #,BPCS#,Dest,QPC,Misc,Back no,QSS Item,CF0906,AF0906,CF0913,AF0913,CF0920,AF0920,CF0927,AF0927,CF1004,AF1004,CF1011,AF1011,CF1018,AF1018,CF1025,AF1025,CF1101,AF1101,CF1108,AF1108,CF1115,AF1115,CF1122,AF1122,CF1129,AF1129,CF1206,AF1206,CF1213,AF1213,CF1220,AF1220,CF1227,AF1227,CF0103,AF0103,CF0110,AF0110,CF0117,AF0117,CF0124,AF0124,CF0131,AF0131,CF0207,AF0207,CF0214,AF0214,1 week dem,Daily hej level,1 week WD,1 day PINK,DLN,Batch ordering,Status,On heijunka,Part# check
B15,B10,CAN,N,TMMC2A,320B,Rav4 2A,733800R130C0,U006,300006,TMMC 2A,15,-,D796,7V1470-701,0,0,0,1272,3181,3181,3181,3181,3181,3181,3181,2545,3181,3181,3078,3078,3246,3246,3257,3257,3243,3243,3238,3238,3225,3225,3261,3261,3261,3261,3261,2609,0,0,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,0,0,0,0,N,N,-,Yes,#REF!
D14PF,F13,CAN,N,TMMC2A,848B,Rav4 2A,733700R070C1,U006,300006,TMMC 2A,6,-,D190,7V2420-707,0,0,0,1448,3620,3620,3620,3620,3620,3620,3620,2896,3620,3620,3620,3620,3805,3805,3801,3801,3805,3805,3805,3805,3802,3802,3830,3830,3830,3830,3830,3064,0,0,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,3830,0,0,0,0,Y,N,-,Yes,#REF!
Misc,capco HA,CAN,N,TMMC2B,848B,Rav4,732000R01000,U006,300006,TMMC 2B,20,-,D636,7M5360-000,0,0,0,2896,7240,7240,7240,7240,7240,7240,7240,5792,7240,7240,7240,7240,7610,7610,7602,7602,7610,7610,7610,7610,7604,7604,7660,7660,7621,7621,7621,6097,0,0,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,0,0,0,0,N,N,-,No,#REF!
B15,CF3,CAN,N,TMMC2B,320B,Rav4 2B,734800R010C0,U006,300006,TMMC 2B,10,-,B384,7M9110-701,0,0,0,176,439,439,439,439,439,439,439,351,439,439,542,542,559,559,544,544,562,562,567,567,577,577,569,569,569,569,569,455,0,0,569,569,569,569,569,569,569,569,569,569,569,569,569,569,0,0,0,0,N,N,-,Yes,#REF!
B15,CF3,CAN,N,TMMC2B,320B,Rav4 2B,734800R070C0,U006,300006,TMMC 2B,10,-,Q473,7M9120-701,0,0,0,1272,3181,3181,3181,3181,3181,3181,3181,2545,3181,3181,3078,3078,3246,3246,3257,3257,3243,3243,3238,3238,3225,3225,3261,3261,3242,3242,3242,2594,0,0,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,0,0,0,0,N,N,-,Yes,#REF!
D13,F49,CAN,N,TMMC2B,320B,Rav4 2B,7322006390C3,U006,300006,TMMC 2B,6,-,M770,7V2070-707-C3,0,0,0,1448,3620,3620,3620,3620,3620,3620,3620,2896,3620,3620,3620,3620,3805,3805,3801,3801,3805,3805,3805,3805,3802,3802,3830,3830,3811,3811,3811,3049,0,0,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,3811,0,0,0,0,N,N,-,Yes,#REF!
Misc,capco HA,CAN,N,TMMC5A,760A/922B,Lexus,732000R01000,U006,300006,TMMC,20,-,D636,7M5360-000,4040,4040,4310,4310,4310,4310,4310,4310,4310,4310,3448,3448,4310,4310,4310,4310,5146,5146,4930,4930,5146,5146,4934,4934,4934,4934,4934,4934,4987,4987,4987,3990,0,0,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,"4,040","1,010",4,53,N,N,-,No,#REF!
D13,F44,CAN,N,TMMC5A,685B,Lexus,732100E140C5,U006,300006,TMMC,6,-,G591,A1516-008B,603,603,662,662,624,624,663,663,666,666,540,540,648,648,655,655,808,808,805,805,791,791,780,780,748,748,748,748,767,767,767,614,0,0,767,767,767,767,767,767,767,767,767,767,767,767,767,767,603,151,4,26,N,N,-,Yes,#REF!
D13,F44,CAN,N,TMMC5A,760A,Lexus,732100E140C3,U006,300006,TMMC,6,-,Q633,A1516-146B,1016,1016,1221,1221,1163,1163,1118,1118,1128,1128,910,910,1164,1164,1154,1154,1355,1355,1255,1255,1329,1329,1277,1277,1287,1287,1275,1275,1292,1292,1292,1034,0,0,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,"1,016",254,4,44,N,N,-,Yes,#REF!
D13,F44,CAN,N,TMMC5A,760A,Lexus,732100E140C4,U006,300006,TMMC,6,-,P030,A1516-201B,401,401,272,272,368,368,374,374,362,362,274,274,343,343,346,346,410,410,405,405,454,454,410,410,432,432,443,443,435,435,435,348,0,0,435,435,435,435,435,435,435,435,435,435,435,435,435,435,401,100,4,18,N,N,-,Yes,#REF!
D9CPF,IF1,CAN,N,TMMC5A,760A,Lexus,733600E110C1,U006,300006,TMMC,6,-,N597,A1524-201B,2020,2020,2155,2155,2155,2155,2155,2155,2155,2155,1724,1724,2155,2155,2155,2155,2573,2573,2465,2465,2573,2573,2467,2467,2467,2467,2467,2467,2494,2494,2494,1995,0,0,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,"2,020",505,4,88,N,N,-,Yes,#REF!
D13,F44,CAN,N,TMMC5A,685B,Lexus,732200E130C5,U006,300006,TMMC,6,-,Q198,A1529-008B,603,603,662,662,624,624,663,663,666,666,540,540,648,648,655,655,808,808,805,805,791,791,780,780,748,748,748,748,767,767,767,614,0,0,767,767,767,767,767,767,767,767,767,767,767,767,767,767,603,151,4,26,N,N,-,Yes,#REF!
D13,F44,CAN,N,TMMC5A,760A,Lexus,732200E130C3,U006,300006,TMMC,6,-,N576,A1529-146B,1016,1016,1221,1221,1163,1163,1118,1118,1128,1128,910,910,1164,1164,1154,1154,1355,1355,1255,1255,1329,1329,1277,1277,1287,1287,1275,1275,1292,1292,1292,1034,0,0,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,"1,016",254,4,44,N,N,-,Yes,#REF!
D13,F44,CAN,N,TMMC5A,760A,Lexus,732200E130C4,U006,300006,TMMC,6,-,N496,A1529-201B,401,401,272,272,368,368,374,374,362,362,274,274,343,343,346,346,410,410,405,405,454,454,410,410,432,432,443,443,435,435,435,348,0,0,435,435,435,435,435,435,435,435,435,435,435,435,435,435,401,100,4,18,N,N,-,Yes,#REF!
D9CPF,IF1,CAN,N,TMMC5A,760A,Lexus,733700E110C1,U006,300006,TMMC,6,-,Q523,A1533-201B,2020,2020,2155,2155,2155,2155,2155,2155,2155,2155,1724,1724,2155,2155,2155,2155,2573,2573,2465,2465,2573,2573,2467,2467,2467,2467,2467,2467,2494,2494,2494,1995,0,0,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494,"2,020",505,4,88,N,N,-,Yes,#REF!
D13,F48,CAN,N,TMMC5A,922B,Lexus NX,73220-F6010,U006,300006,TMMC,6,SOP March 2022,-,7V2760-707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,162,162,162,162,162,162,0,0,0,0,N,N,-,No,#REF!
D13,F48,CAN,N,TMMC5A,922B,Lexus NX,73210-F6020,U006,300006,TMMC,6,SOP March 2022,-,7V1920-707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,162,162,162,162,162,162,0,0,0,0,N,N,-,No,#REF!
Misc,capco HA,CAN,N,TMMCBA,848B,Rav4,732000R01000,U006,300006,TMMC,20,-,D636,7M5360-000,0,0,0,0,0,3412,8530,8530,8530,8530,8530,6824,8530,8530,8530,8530,8306,8306,8304,8304,8316,8316,8316,8316,8318,8318,9016,9016,8492,8492,8492,6794,0,0,8492,8492,8492,8492,8492,8492,8492,8492,8492,8492,8492,8492,8492,8492,0,0,0,0,N,N,-,No,#REF!
B15,CF3,CAN,N,TMMCBA,320B,Rav4 BA,734800R010C0,U006,300006,TMMC BA,10,-,B384,7M9110-701,0,0,0,0,0,271,677,677,677,677,677,542,677,677,529,529,500,500,518,518,531,531,536,536,521,521,563,563,538,538,538,430,0,0,538,538,538,538,538,538,538,538,538,538,538,538,538,538,0,0,0,0,N,N,-,Yes,#REF!
B15,CF3,CAN,N,TMMCBA,320B,Rav4 BA,734800R070C0,U006,300006,TMMC BA,10,-,Q473,7M9120-701,0,0,0,0,0,1435,3588,3588,3588,3588,3588,2870,3588,3588,3736,3736,3653,3653,3634,3634,3627,3627,3622,3622,3638,3638,3945,3945,3708,3708,3708,2966,0,0,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,0,0,0,0,Y,N,-,Yes,#REF!
D13,F45,CAN,N,TMMCBA,320B,Rav4 BA,732100R080C3,U006,300006,TMMC BA,6,-,A202,7V1390-707-C3,0,0,0,0,0,1706,4265,4265,4265,4265,4265,3412,4265,4265,4265,4265,4153,4153,4152,4152,4158,4158,4158,4158,4159,4159,4508,4508,4246,4246,4246,3397,0,0,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,0,0,0,0,N,N,-,Yes,#REF!
B15,B10,CAN,N,TMMCBA,320B,Rav4 BA,733800R070C0,U006,300006,TMMC BA,15,-,C305,7V1420-701,0,0,0,0,0,271,677,677,677,677,677,542,677,677,529,529,500,500,518,518,531,531,536,536,521,521,563,563,538,538,538,430,0,0,538,538,538,538,538,538,538,538,538,538,538,538,538,538,0,0,0,0,N,N,-,Yes,#REF!
D14PF,F15,CAN,N,TMMCBA,848B,Rav4 BA,733600R070C1,U006,300006,TMMC BA,6,-,B271,7V1420-707,0,0,0,0,0,1706,4265,4265,4265,4265,4265,3412,4265,4265,4265,4265,4153,4153,4152,4152,4158,4158,4158,4158,4159,4159,4508,4508,4246,4246,4246,3397,0,0,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,0,0,0,0,Y,N,-,Yes,#REF!
B15,B10,CAN,N,TMMCBA,320B,Rav4 BA,733800R130C0,U006,300006,TMMC BA,15,-,D796,7V1470-701,0,0,0,0,0,1435,3588,3588,3588,3588,3588,2870,3588,3588,3736,3736,3653,3653,3634,3634,3627,3627,3622,3622,3638,3638,3945,3945,3708,3708,3708,2966,0,0,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,3708,0,0,0,0,N,N,-,Yes,#REF!
D13,F49,CAN,N,TMMCBA,320B,Rav4 BA,7322006390C3,U006,300006,TMMC BA,6,-,M770,7V2070-707-C3,0,0,0,0,0,1706,4265,4265,4265,4265,4265,3412,4265,4265,4265,4265,4153,4153,4152,4152,4158,4158,4158,4158,4159,4159,4508,4508,4246,4246,4246,3397,0,0,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,0,0,0,0,N,N,-,Yes,#REF!
D14PF,F13,CAN,N,TMMCBA,848B,Rav4 BA,733700R070C1,U006,300006,TMMC BA,6,-,D190,7V2420-707,0,0,0,0,0,1706,4265,4265,4265,4265,4265,3412,4265,4265,4265,4265,4153,4153,4152,4152,4158,4158,4158,4158,4159,4159,4508,4508,4246,4246,4246,3397,0,0,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,4246,0,0,0,0,Y,N,-,Yes,#REF!
Misc,capco HA,USA,N,NS,890B,C-SUV,732000R01000,U050,300050,TMMNK,20,SOP Sep 27 2021,NBUY,7M5360-000,376,366,366,900,900,1300,1300,1308,1308,1310,1310,2014,2014,2014,2014,2016,2016,2800,2800,2800,2800,2800,1680,1680,2890,2890,2890,2890,2890,2890,2890,2546,0,0,3124,3124,3124,3124,3124,3124,3124,3124,3240,3240,3240,3240,3240,3240,366,92,4,5,Y,N,-,No,#REF!
D13,F4E,USA,N,NS,890B,C-SUV,732100A070C0,U050,300050,TMMNK,6,SOP Sep 27 2021,NBUZ,7V1770-707,188,183,183,450,450,650,650,785,654,655,655,806,1007,1007,1007,1008,1008,1400,1400,1400,1400,1400,840,840,1445,1445,1445,1445,1445,1445,1445,1273,0,0,1562,1562,1562,1562,1562,1562,1562,1562,1620,1620,1620,1620,1620,1620,183,46,4,8,Y,N,-,Yes,#REF!
D13,F4F,USA,N,NS,890B,C-SUV,7322006390C3,U050,300050,TMMNK,6,SOP Sep 27 2021,NBV0,7V2070-707-C3,188,183,183,450,450,650,650,785,654,655,655,806,1007,1007,1007,1008,1008,1400,1400,1400,1400,1400,840,840,1445,1445,1445,1445,1445,1445,1445,1273,0,0,1562,1562,1562,1562,1562,1562,1562,1562,1620,1620,1620,1620,1620,1620,183,46,4,8,Y,N,-,Yes,#REF!
B15,MF1,USA,N,TBAKI,890B,C-SUV,732300A030C0,U049,300049,TBAKI,16,SOP Sep 27 2021,T072,7V1670-701,520,520,183,183,450,450,736,941,928,928,1024,819,1152,1232,1232,1232,1440,1440,1616,1616,1616,1616,992,992,1445,1445,1445,1445,1445,1445,1445,1156,0,0,1562,1562,1562,1562,1562,1562,1562,1562,1620,1620,1620,1620,1620,1620,520,130,4,9,Y,N,-,Yes,#REF!
B15,MF1,USA,N,TBAKI,890B,C-SUV,732300A040C0,U049,300049,TBAKI,16,SOP Sep 27 2021,T073,7V2670-701,400,400,128,128,315,315,704,874,784,784,848,678,944,928,928,928,1040,1040,1168,1168,1184,1184,720,720,1012,1012,1012,1012,1012,1012,1012,810,0,0,1093,1093,1093,1093,1093,1093,1093,1093,1134,1134,1134,1134,1134,1134,400,100,4,7,Y,N,-,Yes,#REF!
B15,MF1,USA,N,TBAKI,890B,C-SUV,732300A050C0,U049,300049,TBAKI,16,SOP Sep 27 2021,T074,7V2680-701,128,128,55,55,135,135,64,96,144,144,160,128,208,304,304,304,416,416,432,432,432,432,272,272,433,433,433,433,433,433,433,346,0,0,469,469,469,469,469,469,469,469,486,486,486,486,486,486,128,32,4,2,Y,N,-,Yes,#REF!
Misc,capco HA,USA,N,TMMN1,881A,-,732000C02000,C007,300007,TMMK,20,-,N8P0,A2908,0,0,0,0,0,264,1321,1321,1603,1603,1331,1331,1329,1329,1353,1353,2068,2068,902,902,893,893,532,532,909,909,901,901,901,901,901,721,0,0,901,901,901,901,901,901,901,901,901,901,901,901,901,901,0,0,0,0,N,N,-,No,#REF!
Misc,capco HA,USA,N,TMMN1,848B,-,732000R01000,C007,300007,TMMK,20,-,N4J2,7M5360-000,0,0,0,0,0,1509,7545,7545,9126,9126,7609,7609,7612,7612,7587,7587,8493,8493,8108,8108,8076,8076,4776,4776,8111,8111,8098,8098,8098,8098,8098,6478,0,0,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,0,0,0,0,N,N,-,No,#REF!
D13,F48,USA,Y,TMMN1,010B,Camry N1,7322006390A3,C007,300007,TMMK N1,6,-,N8G7,7V2074-707-A3,0,0,0,0,0,11,57,68,56,56,55,44,41,41,43,43,52,52,46,46,50,50,31,31,36,36,44,44,44,44,44,35,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,0,0,0,0,N,N,-,Yes,#REF!
D13,F47,USA,Y,TMMN1,010B,Camry N1,7322006390C3,C007,300007,TMMK N1,6,-,N8G8,7V2070-707-C3,0,0,0,0,0,709,3546,4263,4294,4294,3584,2867,3595,3595,3584,3584,4014,4014,3851,3851,3818,3818,2257,2257,3861,3861,3843,3843,3843,3843,3843,3074,0,0,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,0,0,0,0,N,N,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,010B,Camry N1,7321006420A1,C007,300007,TMMK N1,6,-,N8G5,7V1074-707-A1,0,0,0,0,0,11,57,68,56,56,55,44,41,41,43,43,52,52,46,46,50,50,31,31,36,36,44,44,44,44,44,35,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,0,0,0,0,N,N,-,Yes,#REF!
D13,F46,USA,Y,TMMN1,010B,Camry N1,7321006420C4,C007,300007,TMMK N1,6,-,N8G6,7V1070-707-C4,0,0,0,0,0,709,3546,4263,4294,4294,3584,2867,3595,3595,3584,3584,4014,4014,3851,3851,3818,3818,2257,2257,3861,3861,3843,3843,3843,3843,3843,3074,0,0,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,0,0,0,0,N,N,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,370B,Avalon,7.32E+10,C007,300007,TMMK N1,6,-,NWB2,7V2073-707,0,0,0,0,0,30,152,180,194,194,138,110,141,141,141,141,232,232,156,156,151,151,88,88,155,155,154,154,154,154,154,123,0,0,154,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,N,N,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,370B,Avalon,7322006390C4,C007,300007,TMMK N1,6,-,NWA7,7V2077-707,0,0,0,0,0,102,509,614,608,608,527,422,524,524,535,535,802,802,295,295,295,295,177,177,300,300,297,297,297,297,297,238,0,0,297,297,297,297,297,297,297,297,297,297,297,297,297,297,0,0,0,0,N,N,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,370B,Avalon,7.32E+10,C007,300007,TMMK N1,6,-,NWA0,7V1073-707,0,0,0,0,0,30,152,180,194,194,138,110,141,141,141,141,232,232,156,156,151,151,88,88,155,155,154,154,154,154,154,123,0,0,154,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,N,N,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,370B,Avalon,7321006420C3,C007,300007,TMMK N1,6,-,NVY4,7V1077-707,0,0,0,0,0,102,509,614,608,608,527,422,524,524,535,535,802,802,295,295,295,295,177,177,300,300,297,297,297,297,297,238,0,0,297,297,297,297,297,297,297,297,297,297,297,297,297,297,0,0,0,0,N,N,-,Yes,#REF!
D14,F60,USA,Y,TMMN1,370B,Avalon,7337007010C1,C007,300007,TMMK,6,-,NWE3,7V2210-707,0,0,0,0,0,102,509,614,608,608,527,422,524,524,535,535,802,802,295,295,295,295,177,177,300,300,297,297,297,297,297,238,0,0,297,297,297,297,297,297,297,297,297,297,297,297,297,297,0,0,0,0,N,N,-,Yes,#REF!
D14,F60,USA,Y,TMMN1,370B,Avalon,7.34E+10,C007,300007,TMMK,6,-,NWF7,7V2214-707,0,0,0,0,0,30,152,180,194,194,138,110,141,141,141,141,232,232,156,156,151,151,88,88,155,155,154,154,154,154,154,123,0,0,154,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,N,N,-,Yes,#REF!
D12,F51,USA,Y,TMMN1,370B,Avalon,7335007010C2,C007,300007,TMMK,10,-,NWB6,7M5120-707,0,0,0,0,0,102,509,614,608,608,527,422,524,524,535,535,802,802,295,295,295,295,177,177,300,300,297,297,297,297,297,238,0,0,297,297,297,297,297,297,297,297,297,297,297,297,297,297,0,0,0,0,N,N,-,Yes,#REF!
D12,F51,USA,Y,TMMN1,370B,Avalon,7335007010A0,C007,300007,TMMK,10,-,NWB5,7M5124-707,0,0,0,0,0,30,152,180,194,194,138,110,141,141,141,141,232,232,156,156,151,151,88,88,155,155,154,154,154,154,154,123,0,0,154,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,N,N,-,Yes,#REF!
D14,F60,USA,Y,TMMN1,370B,Avalon,7336007060C1,C007,300007,TMMK,6,-,NWB7,7V1210-707,0,0,0,0,0,102,509,614,608,608,527,422,524,524,535,535,802,802,295,295,295,295,177,177,300,300,297,297,297,297,297,238,0,0,297,297,297,297,297,297,297,297,297,297,297,297,297,297,0,0,0,0,N,N,-,Yes,#REF!
D14,F60,USA,Y,TMMN1,370B,Avalon,7.34E+10,C007,300007,TMMK,6,-,NWC5,7V1214-707,0,0,0,0,0,30,152,180,194,194,138,110,141,141,141,141,232,232,156,156,151,151,88,88,155,155,154,154,154,154,154,123,0,0,154,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,N,N,-,Yes,#REF!
B15,CF1,USA,Y,TMMN1,370B,Avalon,7348007040C0,C007,300007,TMMK,10,-,NWG2,7M9050-701,0,0,0,0,0,97,485,560,587,587,375,300,374,374,384,384,663,663,293,293,292,292,175,175,300,300,295,295,295,295,295,236,0,0,295,295,295,295,295,295,295,295,295,295,295,295,295,295,0,0,0,0,N,Y,-,Yes,#REF!
B15,CF1,USA,Y,TMMN1,370B,Avalon,7348007060C0,C007,300007,TMMK,10,-,NWG3,7M9060-701,0,0,0,0,0,35,176,234,215,215,290,232,290,290,292,292,371,371,159,159,154,154,91,91,155,155,156,156,156,156,156,125,0,0,156,156,156,156,156,156,156,156,156,156,156,156,156,156,0,0,0,0,N,Y,-,Yes,#REF!
B15,CF1,USA,Y,TMMN1,370B,Avalon,7347007060C0,C007,300007,TMMK,10,-,NWF9,7M9030-701,0,0,0,0,0,97,485,560,587,587,375,300,374,374,384,384,663,663,293,293,292,292,175,175,300,300,295,295,295,295,295,236,0,0,295,295,295,295,295,295,295,295,295,295,295,295,295,295,0,0,0,0,N,Y,-,Yes,#REF!
B15,CF1,USA,Y,TMMN1,370B,Avalon,7347007080C0,C007,300007,TMMK,10,-,NWG0,7M9040-701,0,0,0,0,0,35,176,234,215,215,290,232,290,290,292,292,371,371,159,159,154,154,91,91,155,155,156,156,156,156,156,125,0,0,156,156,156,156,156,156,156,156,156,156,156,156,156,156,0,0,0,0,N,Y,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,656B,Camry,7322006360D1,C007,300007,TMMK,6,-,NYE2,7V2079-707-D1,0,0,0,0,0,34,169,202,213,213,165,132,170,170,166,166,180,180,157,157,170,170,101,101,159,159,162,162,162,162,162,130,0,0,162,162,162,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,Y,N,-,Yes,#REF!
D13,F48,USA,Y,TMMN1,656B,Camry,7321006330D1,C007,300007,TMMK,6,-,NYE0,7V1079-707-D1,0,0,0,0,0,34,169,202,213,213,165,132,170,170,166,166,180,180,157,157,170,170,101,101,159,159,162,162,162,162,162,130,0,0,162,162,162,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,Y,N,-,Yes,#REF!
Misc,capco HA,USA,N,TMMN2,848B,Camry/RAV N2,732000R01000,C007,300007,TMMK,20,-,N4J2,7M5360-000,7440,7440,9299,9299,10301,10301,10300,10300,11878,11878,9902,9902,9899,9899,9899,9899,11714,11714,9990,9990,9942,9942,5886,5886,10000,10000,9977,9977,9977,9977,9977,7982,0,0,9977,9977,9977,9977,9977,9977,9977,9977,9977,9977,9977,9977,9977,9977,"7,440","1,860",4,98,N,N,-,No,#REF!
D13,F48,USA,Y,TMMN2,010B,Camry N2,7322006390A3,C007,300007,TMMK,6,-,N8G7,7V2074-707-A3,26,26,45,45,59,59,56,68,66,66,61,49,61,61,56,56,65,65,53,53,65,65,40,40,47,47,55,55,55,55,55,44,0,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,26,7,4,1,N,Y,-,Yes,#REF!
D13,F47,USA,Y,TMMN2,010B,Camry/RAV N2,7322006390C3,C007,300007,TMMK,6,-,N8G8,7V2070-707-C3,3694,3694,4605,4605,5092,5092,5094,6072,5873,5873,4890,3912,4888,4888,4894,4894,5792,5792,4942,4942,4906,4906,2903,2903,4953,4953,4934,4934,4934,4934,4934,3947,0,0,4934,4934,4934,4934,4934,4934,4934,4934,4934,4934,4934,4934,4934,4934,"3,694",924,4,162,N,Y,-,Yes,#REF!
D13,F48,USA,Y,TMMN2,010B,Camry N2,7321006420A1,C007,300007,TMMK,6,-,N8G5,7V1074-707-A1,26,26,45,45,59,59,56,68,66,66,61,49,61,61,56,56,65,65,53,53,65,65,40,40,47,47,55,55,55,55,55,44,0,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55,26,7,4,1,N,Y,-,Yes,#REF!
D13,F46,USA,Y,TMMN2,010B,Camry N2,7321006420C4,C007,300007,TMMK,6,-,N8G6,7V1070-707-C4,2235,2235,2780,2780,3070,3070,3073,3645,3544,3544,2859,2287,2809,2809,2814,2814,3336,3336,2844,2844,2828,2828,1672,1672,2863,2863,2845,2845,2845,2845,2845,2276,0,0,2845,2845,2845,2845,2845,2845,2845,2845,2845,2845,2845,2845,2845,2845,"2,235",559,4,98,N,Y,-,Yes,#REF!
D13,F45,USA,Y,TMMN2,981B,Rav4,732100R080C3,C007,300007,TMMK,6,-,NQF3,7V1390-707-C3,1459,1459,1824,1824,2022,2022,2021,2427,2329,2329,2031,1625,2079,2079,2079,2079,2456,2456,2098,2098,2078,2078,1230,1230,2090,2090,2089,2089,2089,2089,2089,1671,0,0,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,"1,459",365,4,64,N,N,-,Yes,#REF!
D14PF,F15,USA,Y,TMMN2,848B,Rav4,733600R070C1,C007,300007,TMMK,6,-,N4J6,7V1420-707,1459,1459,1824,1824,2022,2022,2021,2427,2329,2329,2031,1625,2079,2079,2079,2079,2456,2456,2098,2098,2078,2078,1230,1230,2090,2090,2089,2089,2089,2089,2089,1671,0,0,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,"1,459",365,4,64,N,N,-,Yes,#REF!
D14PF,F13,USA,Y,TMMN2,848B,Rav4,733700R070C1,C007,300007,TMMK,6,-,N4J8,7V2420-707,1459,1459,1824,1824,2022,2022,2021,2427,2329,2329,2031,1625,2079,2079,2079,2079,2456,2456,2098,2098,2078,2078,1230,1230,2090,2090,2089,2089,2089,2089,2089,1671,0,0,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,"1,459",365,4,64,N,N,-,Yes,#REF!
B15,B10,USA,Y,TMMN2,981B,Rav4,733800R130C0,C007,300007,TMMK,15,-,N9B9,7V1470-701,1459,1459,1824,1824,2022,2022,2021,2427,2329,2329,2031,1625,2079,2079,2079,2079,2456,2456,2098,2098,2078,2078,1230,1230,2090,2090,2089,2089,2089,2089,2089,1671,0,0,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,"1,459",365,4,26,N,N,-,Yes,#REF!
B15,CF3,USA,Y,TMMN2,981B,Rav4,734800R070C0,C007,300007,TMMK,10,-,N9C1,7M9120-701,1459,1459,1824,1824,2022,2022,2021,2427,2329,2329,2031,1625,2079,2079,2079,2079,2456,2456,2098,2098,2078,2078,1230,1230,2090,2090,2089,2089,2089,2089,2089,1671,0,0,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,"1,459",365,4,38,N,N,-,Yes,#REF!
Misc,capco HA,USA,N,TMMSL,947B,Lexus,732000R01000,C007,300007,TMMK,20,-,S4J2,7M5360-000,1480,1480,1850,1850,2000,2000,2000,2000,2424,2424,2020,2020,2020,2020,2020,2020,2392,2392,2078,2078,2060,2060,1206,1206,2080,2080,2073,2073,2073,2073,2073,1658,0,0,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,"1,480",370,4,19,N,N,-,No,#REF!
D13,F44,USA,Y,TMMSL,947B,Lexus,7322006380C1,C007,300007,TMMK red stripe 08/09/21,6,Changing to C3 09/07/2021 (SJKU),SVK4,7V2740-707,78,78,94,94,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,20,4,4,N,N,-,Yes,#REF!
