Tech,Cell,Destination,Cdn Holiday BA,Dock code,PROGRAM,Vehicle,Cust part #,CUST #,BPCS#,Dest,QPC,Misc,Back no,QSS Item,CF0906,AF0906,CF0913,AF0913,CF0920,AF0920,CF0927,AF0927,CF1004,AF1004,CF1011,AF1011,CF1018,AF1018,CF1025,AF1025,CF1101,AF1101,CF1108,AF1108,CF1115,AF1115,CF1122,AF1122,CF1129,AF1129,CF1206,AF1206,CF1213,AF1213,CF1220,AF1220,CF1227,AF1227,CF0103,AF0103,CF0110,AF0110,CF0117,AF0117,CF0124,AF0124,CF0131,AF0131,CF0207,AF0207,CF0214,AF0214,1 week dem,Daily hej level,1 week WD,1 day PINK,DLN,Batch ordering,Status,On heijunka,Part# check
D11APF,F33,-,N,-,-,-,7322007061C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1525-201B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9PF,SRV1,-,N,-,-,-,0400337404B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1527-138B,0,0,0,0,0,0,12,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9PF,SRV1,-,N,-,-,-,0400337404A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1527-457B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E210A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1532-012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E210B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1532-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E210C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1532-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E220A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1534-012B,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E220B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1534-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E220C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1534-201B,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E230A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1536-012B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E230B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1536-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,732300E230C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1536-201B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E120A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1537-012B,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E120B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1537-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E120C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1537-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732200E120C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1537-Y2Y9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E130A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1538-012B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E130B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1538-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E130C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1538-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,732100E130C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1538-Y2Y9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,F07,-,N,-,-,-,733500E120A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1539-012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,F07,-,N,-,-,-,733500E120B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1539-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,F07,-,N,-,-,-,733500E120C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1539-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800E150A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1542-012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800E150B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1542-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800E150C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1542-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733600E100A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1540-012B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733600E100B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1540-105B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733600E100C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1540-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733600E100B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1540-Y2Y9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733700E100A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1541-012B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733700E100B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1541-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733700E100C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1541-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D9CPF,F02,-,N,-,-,-,733700E100B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1541-Y2Y9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,734800E080A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1543-012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,734800E080B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1543-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,734800E080C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1543-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800E160A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1544-012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800E160B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1544-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800E160C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1544-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7324007023C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1545-201B,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,SRV1,-,N,-,-,-,7323007031C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1546-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,MF1,-,N,-,-,-,7324007033C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1547-201B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,SRV1,-,N,-,-,-,7323007041C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1548-201B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007062A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1549-015B-AV,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007062B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1549-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007062B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1549-140B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007062C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1549-201B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007062C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1549-Y2Y9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007082A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1550-015B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007082B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1550-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007082C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1550-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007052A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1551-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007052B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1551-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7322007052C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1551-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007072A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1552-015B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007072B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1552-105B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F33,-,N,-,-,-,7321007072C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1552-201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,E05,-,N,-,-,-,7348006200A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1553-015B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,E05,-,N,-,-,-,7348006200B1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1553-140B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,E05,-,N,-,-,-,7348006200C1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1553-201B,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7347006180A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1554-015B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7347006180B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1554-140B,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
BKLE,C31,-,N,-,-,-,7347006180C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1554-201B,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F36,-,N,-,-,-,7322006450A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1555-015B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F36,-,N,-,-,-,7322006450B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1555-140B,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D11APF,F36,-,N,-,-,-,7322006450C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1555-Y2Y9,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,F06,-,N,-,-,-,733200R050C2,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1557-Y2Y9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
B15,C31,-,N,-,-,-,733800R050C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1559-201B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D13,F42,-,N,-,-,-,732200R031C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1561-201B,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6A,F06,-,N,-,-,-,735100C041B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1562-138B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,E05,-,N,-,-,-,7348006122A1,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1563-007B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,E05,-,N,-,-,-,7348006122B2,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1563-140B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D6,E05,-,N,-,-,-,7348006122C3,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1563-201B,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F22,-,N,-,-,-,7336006301A0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1565-015B,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F22,-,N,-,-,-,7336006301B0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1565-140B,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
D10,F24,-,N,-,-,-,7336006301C0,C015,310015,TMMNA SERVICE,-,-,SERVICE,A1565-201B,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,-,-,-,-,-,-,-,No,#REF!
